사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-06,공항철도 1호선,4202,공덕,82,0,"1,417",123,"2,534","1,669","6,181","3,748","5,456","10,017","3,200","5,545","2,494","3,420","2,628","3,756","2,822","3,608","2,855","3,673","2,532","3,333","2,787","3,747","3,529","4,905","5,170","7,418","8,845","11,614","3,675","7,452","3,216","4,005","3,190","3,857","2,546","3,818","1,327","2,629",103,"1,100",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4203,홍대입구,169,7,"4,077",380,"5,238","2,890","9,872","8,006","12,899","22,644","8,394","22,345","7,640","19,335","9,026","20,877","11,471","25,747","13,804","25,301","15,518","21,601","18,978","21,684","22,964","23,741","28,860","26,537","34,533","35,238","26,614","22,292","26,293","11,296","30,240","9,507","29,460","8,361","13,777","5,860","1,149","1,706",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4204,디지털미디어시티,86,3,"3,459",826,"7,398","6,819","18,624","29,963","19,165","93,817","11,315","39,881","8,471","14,693","9,141","11,572","10,093","11,752","11,155","12,324","11,477","9,812","13,334","9,812","17,768","11,577","43,770","16,882","89,472","24,729","34,041","17,302","19,511","9,652","17,523","8,030","20,208","8,250","6,931","5,458",742,"1,825",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4206,마곡나루(서울식물원),6,0,"2,260",828,"4,813","10,299","13,865","25,692","14,499","62,812","7,980","24,967","5,185","9,232","5,831","5,716","6,873","5,762","6,501","6,194","6,491","5,878","8,567","5,821","16,125","6,669","46,549","10,271","47,727","15,596","17,058","11,221","11,235","6,811","9,153","6,367","6,233","6,882","2,437","4,300",374,"2,535",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4207,김포공항,22,1,"2,318","1,722","3,663","11,781","6,946","23,868","14,721","22,512","16,491","12,427","18,445","11,305","22,687","13,346","26,653","13,183","23,982","12,899","23,053","11,745","26,571","11,298","24,427","13,374","28,145","13,650","34,071","13,027","24,918","8,047","25,222","4,222","25,866","1,821","22,073","1,753","4,562","1,205",153,693,1,14,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4208,계양,7,0,"9,638",920,"25,659","3,767","63,830","4,253","48,225","6,285","27,288","5,629","17,694","4,269","15,518","5,155","14,684","5,817","12,405","8,054","10,288","9,457","10,410","12,386","12,103","15,669","12,107","25,381","9,211","43,310","5,592","44,664","4,176","24,345","3,409","22,134","2,220","22,639",992,"13,516",167,"5,005",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4209,검암,467,0,"7,033",489,"14,333","2,629","35,156","7,357","24,878","14,674","13,089","5,090","9,237","3,886","9,007","3,967","8,672","4,693","7,169","5,243","6,728","6,161","6,608","6,829","8,206","9,688","9,420","12,886","12,619","23,879","4,701","26,217","3,822","14,149","3,145","12,201","2,387","12,212","1,132","9,435",205,"4,956",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4210,청라국제도시,59,1,"4,545",198,"19,185","4,997","33,191","8,734","20,680","17,509","11,622","5,993","9,141","3,933","9,291","3,434","8,576","4,837","7,490","5,874","6,740","5,729","7,760","6,960","9,944","8,929","14,792","13,632","20,333","22,527","6,130","25,513","4,296","13,123","3,274","12,079","2,791","12,277","1,016","10,229",135,"3,645",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4211,운서,56,1,"8,177",554,"15,977","6,322","24,671","10,206","24,479","11,765","11,435","10,490","10,986","5,742","12,216","6,297","11,954","7,257","10,098","8,314","9,697","8,827","10,173","11,085","13,271","12,107","16,098","16,867","12,453","27,697","7,007","19,408","6,874","15,939","6,373","15,284","5,159","12,947","2,145","11,339",213,"4,539",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4212,공항화물청사,8,0,375,669,"1,271","7,014","1,810","12,204","2,467","21,326","1,756","3,661",784,"2,191",796,"2,791","1,082","3,050","1,255","1,444","2,041",976,"3,032",686,"5,111","1,211","9,345","2,057","16,855","1,013","4,309","1,013","2,551","1,660","2,584",845,"2,519",389,574,260,10,75,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4213,인천공항1터미널,5,5,"3,011","3,571","4,280","10,660","9,470","24,535","12,614","25,107","12,360","11,885","9,764","8,682","9,578","10,492","9,644","13,009","9,052","10,170","9,693","11,718","14,763","10,455","13,667","11,587","18,174","11,379","27,381","8,295","13,185","5,771","10,460","4,572","8,129","4,766","4,627","2,475","1,052","1,819",6,"1,290",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4215,인천공항2터미널,1,0,"1,984","2,000","2,227","6,823","3,611","10,479","6,250","13,207","6,326","4,429","2,614","2,964","1,719","5,744","1,784","6,750","2,797","4,716","4,420","3,944","7,843","4,330","7,686","5,112","13,083","6,798","15,299","2,485","6,275","1,208","5,557","1,287","3,737","1,245","1,539",706,383,648,4,437,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,공항철도 1호선,4217,영종,12,1,"2,604",176,"8,107","2,233","11,553","3,119","9,530","4,025","7,598","2,829","6,500","2,808","5,942","3,934","5,928","3,923","4,874","3,605","4,957","5,307","5,204","5,616","6,146","6,454","6,112","7,489","4,607","10,637","2,800","11,038","2,399","5,833","2,118","7,058","1,491","6,626",696,"4,843",95,"2,076",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4126,언주,1,0,"1,257","1,438","2,577","8,814","7,082","20,313","9,895","62,603","8,802","43,646","8,705","21,867","9,989","12,633","11,924","11,311","12,482","14,064","14,175","11,671","16,562","11,609","21,493","11,661","38,415","12,903","54,575","14,596","25,702","10,052","14,715","6,676","12,665","6,164","9,568","4,967","3,653","3,314",533,904,0,44,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4127,선정릉,0,0,"1,096",951,"4,044","7,140","8,367","18,796","10,145","64,062","7,777","46,034","6,647","19,631","7,541","13,199","9,201","11,504","9,817","11,849","11,264","11,439","12,375","9,669","16,628","10,428","30,298","12,886","53,948","14,347","27,972","10,723","14,949","6,957","13,293","6,687","11,086","6,450","3,972","3,915",607,"1,093",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4128,삼성중앙,1,0,804,601,"2,918","4,207","5,905","14,800","6,937","42,181","5,484","31,373","5,491","12,192","5,822","7,840","7,197","7,026","7,416","7,994","8,762","7,134","9,343","7,493","12,809","7,875","22,511","9,637","39,707","13,349","17,510","8,139","10,277","4,812","9,456","4,213","7,274","3,730","2,808","2,555",473,611,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4129,봉은사,1,0,"1,611","1,416","5,135","12,391","8,687","35,201","10,539","101,861","8,660","74,764","9,234","38,736","13,285","33,479","18,413","32,533","22,791","33,738","27,120","29,729","33,692","24,894","43,502","23,350","70,177","24,838","97,543","24,273","47,420","14,918","34,829","7,815","32,068","7,252","22,034","6,066","6,091","3,089",817,736,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4130,종합운동장,1,0,"1,291",253,"3,533","2,006","9,000","5,171","10,507","10,907","7,350","8,018","5,437","4,679","5,554","4,712","6,171","5,480","6,253","6,640","5,955","6,715","6,168","7,180","7,456","7,935","9,497","10,232","11,974","14,839","6,723","9,857","5,582","5,867","6,705","5,754","7,309","5,473","3,393","3,577",439,675,0,6,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4131,삼전,1,0,"4,493",486,"7,038","2,775","19,988","3,878","30,927","11,259","19,588","8,155","10,878","5,693","9,082","5,582","9,398","6,661","9,490","7,382","8,338","7,576","8,220","8,660","9,160","10,666","10,704","15,973","13,624","24,464","6,956","20,461","5,588","12,130","4,794","11,640","4,017","11,267","1,482","7,055",223,"1,841",0,309,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4132,석촌고분,1,0,"2,653",356,"5,624","2,100","16,049","4,819","27,857","12,364","16,431","9,705","9,606","5,830","8,447","5,353","8,639","6,458","8,154","6,966","7,831","6,511","7,991","8,240","9,430","8,986","10,910","12,292","13,306","22,881","6,521","16,871","4,752","11,509","4,701","10,017","3,539","9,114","1,292","5,829",172,"1,526",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4133,석촌,1,0,"2,982",307,"9,020","2,328","24,164","5,386","30,751","11,789","21,758","10,513","13,158","7,963","12,193","8,523","12,246","9,251","12,334","9,870","11,513","9,850","11,901","10,141","14,148","13,407","16,217","17,901","16,519","27,193","9,883","23,472","8,966","13,203","9,202","12,879","8,301","12,914","3,034","7,759",381,"2,136",1,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4134,송파나루,2,0,"1,877",350,"4,150","2,189","11,746","3,499","17,619","11,645","10,979","8,477","6,615","4,942","6,518","7,091","6,644","7,865","7,289","8,365","7,088","7,288","7,191","7,538","8,107","10,887","9,106","13,449","12,755","20,505","6,507","16,140","6,125","7,131","6,856","6,742","5,467","6,049","1,993","3,938",296,"1,376",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4135,한성백제,0,0,937,239,"2,852","1,303","6,877","2,249","8,581","5,961","5,312","4,370","3,369","3,209","3,179","3,227","3,707","3,268","3,972","3,309","3,772","3,487","4,094","3,406","5,068","3,819","5,735","4,844","7,671","7,498","3,068","5,968","2,742","3,555","2,415","3,175","1,902","3,149",539,"2,174",80,717,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4136,올림픽공원(한국체대),1,0,"1,988",589,"7,495","4,244","15,175","6,331","18,714","16,294","12,834","9,936","8,490","10,560","8,360","11,614","9,265","11,848","8,850","13,224","8,754","13,114","10,404","14,153","13,531","14,382","15,917","16,842","19,656","20,228","9,620","16,488","14,023","11,031","21,431","9,610","13,071","10,440","1,809","6,198",119,"1,626",0,20,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4137,둔촌오륜,0,0,291,214,940,"1,358","3,283","3,769","4,039","2,499","2,699",944,"1,572",726,"1,372",890,"1,359",869,"1,295",907,"1,132",971,"1,971","1,259","4,615","1,402","1,902","2,048","1,950","2,999",987,"2,517",627,"1,467",470,"1,360",316,"1,492",136,868,33,256,0,25,0,0,0,0,2022-07-03 09:48:05
2022-06,9호선2~3단계,4138,중앙보훈병원,1,0,"3,434",662,"14,781","6,414","42,053","12,226","41,992","19,476","25,454","13,939","18,593","13,435","17,518","8,680","15,316","10,753","11,819","13,012","15,315","11,172","16,944","10,881","16,680","11,988","18,572","17,025","13,535","30,133","5,781","25,472","4,282","13,993","3,502","14,405","2,667","14,295",780,"7,957",93,"1,743",2,147,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4701,북한산우이,30,1,"1,845",649,"3,195","2,034","8,880","3,381","9,579","7,278","5,374","8,213","4,513","8,182","4,772","7,256","5,960","6,330","6,653","4,988","6,922","4,730","7,371","4,530","7,124","4,582","6,403","4,591","4,922","5,768","3,365","5,381","2,625","3,629","1,857","2,881","1,106","2,410",433,"1,475",109,512,1,26,0,1,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4702,솔밭공원,10,0,"1,753",253,"4,033","1,064","10,104","1,674","10,427","2,870","6,462","2,634","4,795","2,673","4,242","2,823","4,298","3,394","3,771","3,678","3,349","3,734","3,676","3,980","3,646","4,742","3,068","5,353","2,492","7,216","1,766","6,736","1,167","4,372",767,"4,005",649,"3,036",246,"2,263",35,421,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4703,4.19민주묘지,2,0,"1,463",427,"3,276","1,118","8,721","1,846","9,726","6,088","6,198","4,683","5,199","5,021","5,229","5,502","5,971","5,485","5,904","5,079","5,959","4,816","6,595","4,742","6,834","5,186","6,229","5,984","5,004","7,246","3,184","7,510","2,312","4,306","1,781","3,752","1,154","3,145",354,"2,470",69,532,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4704,가오리,14,1,"2,545",364,"6,093","1,513","17,334","2,627","17,636","5,848","10,805","4,319","7,819","4,183","7,202","4,837","7,076","4,865","6,681","5,671","5,351","5,825","5,342","7,179","5,726","9,119","5,738","9,403","4,456","13,222","3,086","12,699","2,191","7,112","1,524","6,511","1,098","5,827",487,"3,427",58,667,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4705,화계,8,1,"2,082",560,"4,588","1,470","12,934","2,347","14,074","4,927","8,308","4,355","6,147","4,104","5,984","3,843","6,514","4,140","5,763","4,627","4,970","4,574","4,714","5,259","5,084","6,474","4,418","6,895","3,852","9,578","3,123","9,578","1,835","5,182","1,346","4,696",908,"4,239",393,"2,465",108,662,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4706,삼양,0,0,"1,174",385,"2,773","1,190","6,878","1,628","7,380","3,435","5,120","2,487","3,508","2,657","3,762","2,572","3,690","2,961","3,489","3,132","3,094","3,202","2,733","4,012","3,297","4,574","2,857","4,742","2,419","5,919","1,737","5,486","1,195","3,341",812,"2,946",549,"2,457",281,"1,439",54,347,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4707,삼양사거리,2,1,"1,503",287,"3,106",940,"7,549","2,159","8,924","4,211","6,144","3,102","4,779","3,176","4,232","3,342","4,598","3,614","4,212","3,876","3,515","4,039","3,790","4,611","3,773","5,514","3,598","5,952","3,434","7,164","2,601","6,535","1,872","3,531","1,452","3,030",986,"2,442",392,"1,449",68,369,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4708,솔샘,4,0,"3,232",343,"10,315","1,686","29,262","3,449","28,176","4,480","15,566","3,189","10,361","3,344","8,655","3,818","8,647","5,026","7,766","5,290","6,603","6,235","6,174","7,928","6,897","10,503","5,964","13,423","4,959","21,312","3,161","20,435","2,173","11,201","1,643","10,767","1,428","9,843",474,"5,725",77,"1,247",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4709,북한산보국문,4,1,"2,139",638,"7,609","2,445","20,084","5,536","23,405","8,977","16,132","6,539","11,042","5,386","10,302","5,239","10,016","6,155","9,723","6,828","8,522","7,286","8,386","8,771","10,062","11,039","10,302","13,801","9,150","19,122","5,642","16,352","4,120","10,831","3,480","10,096","2,282","8,765","1,301","6,356",230,980,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4710,정릉,4,3,"2,172",538,"5,621","2,151","15,300","3,370","17,987","6,373","13,077","4,469","9,063","4,180","8,365","4,418","8,543","5,271","7,537","5,579","6,812","6,097","6,861","7,574","7,348","8,879","7,810","10,417","7,340","14,934","4,254","11,901","3,013","7,488","2,409","6,760","1,817","5,594",923,"3,132",188,685,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4711,성신여대입구(돈암),0,0,918,400,"1,202","1,309","3,791","4,373","7,162","9,230","4,415","6,922","3,924","5,799","4,220","5,839","5,271","6,615","5,300","7,281","5,289","6,684","5,572","6,693","6,812","7,230","7,131","8,423","8,385","10,872","5,890","6,982","5,456","4,124","6,126","3,355","5,292","2,504","2,465","1,959",462,912,0,2,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4712,보문,1,0,534,131,907,"1,176","2,151","3,651","3,611","5,112","3,025","3,177","2,390","2,280","2,404","2,116","2,686","2,093","2,702","2,517","2,321","2,261","2,807","2,331","3,531","2,491","3,296","2,884","4,014","3,481","2,172","2,271","1,829","1,770","1,447","1,539","1,295","1,300",565,974,94,203,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,우이신설선,4713,신설동,76,4,932,819,916,"2,472","1,461","5,465","2,220","12,110","1,683","7,957","1,964","4,303","2,307","3,386","2,839","3,184","3,056","3,649","3,334","2,445","4,224","1,975","5,528","2,091","6,870","2,028","9,301","1,832","4,326","1,194","3,107",942,"2,873",806,"1,940",821,764,614,145,328,0,55,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4401,샛강,4,0,323,588,554,"1,640",983,"8,037","1,760","16,051","1,625","5,732","1,765","3,554","2,028","3,683","2,115","3,638","2,417","4,290","3,049","4,362","3,669","3,845","3,980","3,830","7,066","3,656","11,997","4,969","4,097","2,650","3,131","1,610","3,135","1,319","2,429",908,"1,213",567,248,221,0,15,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4402,대방,15,2,860,128,"1,107",540,"3,200","1,619","5,275","2,695","3,331","1,621","2,686","1,378","2,807","1,550","2,892","1,610","2,984","2,060","2,926","1,998","3,031","2,081","3,226","2,676","3,969","2,945","4,077","4,479","2,211","3,028","1,770","1,813","1,981","1,857","1,494","1,573",623,"1,049",136,413,1,26,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4403,서울지방병무청,0,0,559,179,"1,518",629,"4,687","3,105","6,829","3,672","4,462","2,267","4,821","1,839","4,022","2,156","3,814","3,780","3,380","3,325","3,105","3,415","3,989","3,866","3,784","4,466","3,630","5,077","3,285","6,721","1,666","4,910","1,242","3,100",929,"3,141",773,"3,008",254,"1,980",27,366,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4404,보라매,1,0,811,201,"1,705",725,"4,631","2,534","7,368","6,324","4,824","2,350","3,847","2,299","3,852","2,569","4,291","2,957","4,312","3,116","4,042","3,209","4,243","3,679","5,634","3,917","4,312","5,460","6,957","7,569","2,932","5,520","2,488","3,225","2,275","3,123","1,746","3,199",863,"1,934",142,511,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4405,보라매공원,0,0,321,249,"1,098",981,"3,458","2,297","4,159","5,437","3,148","2,061","2,651","1,780","2,737","1,923","2,697","2,254","2,454","2,870","2,656","3,186","2,970","3,329","3,455","3,590","3,770","3,932","5,153","5,140","1,740","3,609","1,347","2,511","1,071","2,256",895,"2,049",259,"1,207",47,277,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4406,보라매병원,8,1,665,386,"1,393","2,786","4,334","10,349","5,432","37,609","6,487","15,139","7,348","7,988","8,491","6,070","6,896","6,899","7,129","8,504","9,243","8,566","10,043","6,610","10,517","6,497","17,970","6,401","28,531","8,053","7,212","5,594","5,352","3,416","3,709","3,169","2,861","2,353",969,"1,370",99,351,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4407,당곡,0,0,"1,061",118,"2,650",704,"7,708","1,981","11,603","5,511","6,862","3,295","5,137","3,108","5,080","3,323","5,641","3,956","5,724","4,084","5,317","4,747","5,186","5,503","5,579","6,411","6,313","7,742","6,607","11,567","3,598","8,337","3,141","4,999","2,318","4,582","1,629","4,077",822,"2,710",156,637,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4408,신림,2,1,651,153,853,488,"3,099","1,075","5,402","1,704","2,941","1,884","2,564","2,090","2,747","2,718","3,002","3,226","2,939","3,534","2,951","3,406","3,016","4,226","2,968","4,504","3,066","5,755","3,112","8,791","2,313","5,506","1,772","3,444","1,608","3,038","1,312","2,678",770,"2,023",177,629,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4409,서원,2,1,"1,287",151,"2,552",513,"8,427",977,"12,646","1,319","7,590","1,410","5,107","1,645","4,272","2,013","4,392","2,385","4,310","2,601","3,556","3,023","3,195","3,964","3,311","4,355","3,275","5,878","2,851","8,509","1,995","7,691","1,362","4,703",955,"4,670",772,"4,526",349,"3,281",68,782,2,2,0,0,0,0,2022-07-03 09:48:05
2022-06,신림선,4410,서울대벤처타운,10,3,"3,314",166,"5,162","1,676","16,194","3,834","22,232","6,306","13,280","4,923","10,216","5,503","10,077","5,957","11,135","7,383","10,887","7,736","9,688","8,694","9,183","9,966","9,819","13,078","10,619","14,669","9,960","21,135","5,758","17,583","4,525","10,497","3,606","10,320","3,410","9,574","1,201","7,279",180,"1,974",1,40,0,0,0,0,2022-07-03 09:48:05
